"CChny_HanyouUniqueKey","CChny_HanyouCodeKey","CChny_Sort","CChny_HanyouCodeValue","CChny_HanyouCodeNaiyou","CChny_HanyouCodeSetumei"
"R_PARTNERNAME90","R_PARTNERNAME",405,"405","田丸産業㈱","田丸産業㈱"
"R_PARTNERNAME91","R_PARTNERNAME",406,"406","フジ住宅㈱","フジ住宅㈱"
"R_PARTNERNAME92","R_PARTNERNAME",407,"407","㈱ランドリアン","㈱ランドリアン"
"R_PARTNERNAME93","R_PARTNERNAME",408,"408","㈱日本中央住販","㈱日本中央住販"
"R_PARTNERNAME94","R_PARTNERNAME",409,"409","㈱裕成","㈱裕成"
"R_PARTNERNAME95","R_PARTNERNAME",410,"410","㈱DreamTown","㈱DreamTown"
"R_PARTNERNAME96","R_PARTNERNAME",411,"411","エスリードハウス㈱","エスリードハウス㈱"
"R_PARTNERNAME97","R_PARTNERNAME",412,"412","㈱創建","㈱創建"
"R_PARTNERNAME98","R_PARTNERNAME",51,"51","大和ハウス工業㈱","大和ハウス工業㈱"
"R_PARTNERNAME99","R_PARTNERNAME",999,"999","その他","その他"
"R_PARTNERNAMEA0","R_PARTNERNAME",413,"413","京滋建設㈱","京滋建設㈱"
"R_PARTNERNAMEA1","R_PARTNERNAME",414,"414","ディランド山京㈱","ディランド山京㈱"
"R_PARTNERNAMEA2","R_PARTNERNAME",415,"415","根木建設工業㈱","根木建設工業㈱"
"R_PARTNERNAMEA3","R_PARTNERNAME",86,"86","㈱ホームズ","㈱ホームズ"
"R_PARTNERNAMEA4","R_PARTNERNAME",416,"416","タマホーム㈱","タマホーム㈱"
"R_PARTNERNAMEA5","R_PARTNERNAME",319,"319","第一交通産業㈱","第一交通産業㈱"
"R_PARTNERNAMEA6","R_PARTNERNAME",417,"417","㈱穂高住販","㈱穂高住販"
"R_PARTNERNAMEA7","R_PARTNERNAME",418,"418","㈱楓工務店","㈱楓工務店"
"R_PARTNERNAMEA8","R_PARTNERNAME",419,"419","㈱永田工務店","㈱永田工務店"
"R_PARTNERNAMEA9","R_PARTNERNAME",320,"320","東急不動産㈱","東急不動産㈱"
"R_PARTNERNAMEB1","R_PARTNERNAME",420,"420","㈱マリモ","㈱マリモ"
"R_PARTNERNAMEB2","R_PARTNERNAME",421,"421","㈱タカラレーベン","㈱タカラレーベン"
"R_PARTNERNAMEB3","R_PARTNERNAME",422,"422","ＡＬＬＡＧＩ㈱","ＡＬＬＡＧＩ㈱"
"R_POLICY1","R_POLICY",1,"1","本部管理先","本部管理先"
"R_POLICY10","R_POLICY",10,"10","取組２０Ａ３","取組２０Ａ３"
"R_POLICY100","R_POLICY",100,"100","取組３０Ｙ２営業店","取組３０Ｙ２営業店"
"R_POLICY101","R_POLICY",101,"101","取組３０Ｙ３営業店","取組３０Ｙ３営業店"
"R_POLICY102","R_POLICY",102,"102","取組３０Ｚ１営業店","取組３０Ｚ１営業店"
"R_POLICY103","R_POLICY",103,"103","取組３０Ｚ２営業店","取組３０Ｚ２営業店"
"R_POLICY104","R_POLICY",104,"104","取組３０Ｚ３営業店","取組３０Ｚ３営業店"
"R_POLICY105","R_POLICY",105,"105","－－－－営業店","－－－－営業店"
"R_POLICY106","R_POLICY",106,"106","取組３０Ｙ－１１営業","取組３０Ｙ－１１営業"
"R_POLICY107","R_POLICY",107,"107","取組３０Ｙ－１２営業","取組３０Ｙ－１２営業"
"R_POLICY108","R_POLICY",108,"108","取組３０Ｙ－２１営業","取組３０Ｙ－２１営業"
"R_POLICY109","R_POLICY",109,"109","取組３０Ｙ－２２営業","取組３０Ｙ－２２営業"
"R_POLICY11","R_POLICY",11,"11","取組２０Ｂ１","取組２０Ｂ１"
"R_POLICY110","R_POLICY",110,"110","取組３０Ｚ－１１営業","取組３０Ｚ－１１営業"
"R_POLICY111","R_POLICY",111,"111","取組３０Ｚ－１２営業","取組３０Ｚ－１２営業"
"R_POLICY112","R_POLICY",112,"112","取組３０Ｚ－２１営業","取組３０Ｚ－２１営業"
"R_POLICY113","R_POLICY",113,"113","取組３０Ｚ－２２営業","取組３０Ｚ－２２営業"
"R_POLICY114","R_POLICY",114,"114","取組２０Ａ１営業店","取組２０Ａ１営業店"
"R_POLICY115","R_POLICY",115,"115","取組２０Ｂ２本ＤＤＳ","取組２０Ｂ２本ＤＤＳ"
"R_POLICY116","R_POLICY",116,"116","取組３０Ｘ１本ＤＤＳ","取組３０Ｘ１本ＤＤＳ"
"R_POLICY117","R_POLICY",117,"117","取組３０Ｙ－１１本Ｄ","取組３０Ｙ－１１本Ｄ"
"R_POLICY118","R_POLICY",118,"118","取組３０Ｙ－２２本Ｄ","取組３０Ｙ－２２本Ｄ"
"R_POLICY119","R_POLICY",119,"119","取組２０Ｂ１本ＤＤＳ","取組２０Ｂ１本ＤＤＳ"
"R_POLICY12","R_POLICY",12,"12","取組２０Ｂ２","取組２０Ｂ２"
"R_POLICY120","R_POLICY",120,"120","取組２０Ｙ－２２営業","取組２０Ｙ－２２営業"
"R_POLICY121","R_POLICY",121,"121","取組２０Ｂ２営ＤＤＳ","取組２０Ｂ２営ＤＤＳ"
"R_POLICY122","R_POLICY",122,"122","取組３０Ｙ－１１営Ｄ","取組３０Ｙ－１１営Ｄ"
"R_POLICY123","R_POLICY",123,"123","取組３０Ｙ－２１本Ｄ","取組３０Ｙ－２１本Ｄ"
"R_POLICY124","R_POLICY",124,"124","追加支援先営業店","追加支援先営業店"
"R_POLICY125","R_POLICY",125,"125","取組２０Ｃ２本Ｄ","取組２０Ｃ２本Ｄ"
"R_POLICY126","R_POLICY",126,"126","経営改善支援先営業店","経営改善支援先営業店"
"R_POLICY127","R_POLICY",127,"127","経営改善支援先本部","経営改善支援先本部"
"R_POLICY128","R_POLICY",128,"128","取組３０Ｙ２本Ｄ","取組３０Ｙ２本Ｄ"
"R_POLICY129","R_POLICY",129,"129","取組３０Ｚ－１２営Ｄ","取組３０Ｚ－１２営Ｄ"
"R_POLICY13","R_POLICY",13,"13","取組２０Ｂ３","取組２０Ｂ３"
"R_POLICY130","R_POLICY",130,"130","取組２０Ａ１地域本","取組２０Ａ１地域本"
"R_POLICY131","R_POLICY",131,"131","取組２０Ａ２地域本","取組２０Ａ２地域本"
"R_POLICY132","R_POLICY",132,"132","取組２０Ａ３地域本","取組２０Ａ３地域本"
"R_POLICY133","R_POLICY",133,"133","取組２０Ｂ１地域本","取組２０Ｂ１地域本"
"R_POLICY134","R_POLICY",134,"134","取組２０Ｂ２地域本","取組２０Ｂ２地域本"
"R_POLICY135","R_POLICY",135,"135","取組２０Ｂ３地域本","取組２０Ｂ３地域本"
"R_POLICY136","R_POLICY",136,"136","取組２０Ｃ１地域本","取組２０Ｃ１地域本"
"R_POLICY137","R_POLICY",137,"137","取組２０Ｃ２地域本","取組２０Ｃ２地域本"
"R_POLICY138","R_POLICY",138,"138","取組２０Ｃ３地域本","取組２０Ｃ３地域本"
"R_POLICY139","R_POLICY",139,"139","取組２１Ａ１地域本","取組２１Ａ１地域本"
"R_POLICY14","R_POLICY",14,"14","取組２０Ｃ１","取組２０Ｃ１"
"R_POLICY140","R_POLICY",140,"140","取組２１Ａ２地域本","取組２１Ａ２地域本"
"R_POLICY141","R_POLICY",141,"141","取組２１Ａ３地域本","取組２１Ａ３地域本"
"R_POLICY142","R_POLICY",142,"142","取組２１Ｂ１地域本","取組２１Ｂ１地域本"
"R_POLICY143","R_POLICY",143,"143","取組２１Ｂ２地域本","取組２１Ｂ２地域本"
"R_POLICY144","R_POLICY",144,"144","取組２１Ｂ３地域本","取組２１Ｂ３地域本"
"R_POLICY145","R_POLICY",145,"145","取組２１Ｃ１地域本","取組２１Ｃ１地域本"
"R_POLICY146","R_POLICY",146,"146","取組２１Ｃ２地域本","取組２１Ｃ２地域本"
"R_POLICY147","R_POLICY",147,"147","取組２１Ｃ３地域本","取組２１Ｃ３地域本"
"R_POLICY148","R_POLICY",148,"148","取組３０Ｘ１地域本","取組３０Ｘ１地域本"
"R_POLICY149","R_POLICY",149,"149","取組３０Ｘ２地域本","取組３０Ｘ２地域本"
"R_POLICY15","R_POLICY",15,"15","取組２０Ｃ２","取組２０Ｃ２"
"R_POLICY150","R_POLICY",150,"150","取組３０Ｙ１地域本","取組３０Ｙ１地域本"
"R_POLICY151","R_POLICY",151,"151","取組３０Ｙ２地域本","取組３０Ｙ２地域本"
"R_POLICY152","R_POLICY",152,"152","－－－－地域本","－－－－地域本"
"R_POLICY153","R_POLICY",153,"153","取組２０Ａ１地域本Ｄ","取組２０Ａ１地域本Ｄ"
"R_POLICY154","R_POLICY",154,"154","取組２０Ｂ１地域本Ｄ","取組２０Ｂ１地域本Ｄ"
"R_POLICY155","R_POLICY",155,"155","取組２０Ｂ２地域本Ｄ","取組２０Ｂ２地域本Ｄ"
"R_POLICY156","R_POLICY",156,"156","取組２０Ａ１地域営","取組２０Ａ１地域営"
"R_POLICY157","R_POLICY",157,"157","取組２０Ａ２地域営","取組２０Ａ２地域営"
"R_POLICY158","R_POLICY",158,"158","取組２０Ａ３地域営","取組２０Ａ３地域営"
"R_POLICY159","R_POLICY",159,"159","取組２０Ｂ１地域営","取組２０Ｂ１地域営"
"R_POLICY16","R_POLICY",16,"16","取組２０Ｃ３","取組２０Ｃ３"
"R_POLICY160","R_POLICY",160,"160","取組２０Ｂ２地域営","取組２０Ｂ２地域営"
"R_POLICY161","R_POLICY",161,"161","取組２０Ｂ３地域営","取組２０Ｂ３地域営"
"R_POLICY162","R_POLICY",162,"162","取組２０Ｃ１地域営","取組２０Ｃ１地域営"
"R_POLICY163","R_POLICY",163,"163","取組２０Ｃ２地域営","取組２０Ｃ２地域営"
"R_POLICY164","R_POLICY",164,"164","取組２０Ｃ３地域営","取組２０Ｃ３地域営"
"R_POLICY165","R_POLICY",165,"165","取組２１Ａ１地域営","取組２１Ａ１地域営"
"R_POLICY166","R_POLICY",166,"166","取組２１Ａ２地域営","取組２１Ａ２地域営"
"R_POLICY167","R_POLICY",167,"167","取組２１Ａ３地域営","取組２１Ａ３地域営"
"R_POLICY168","R_POLICY",168,"168","取組２１Ｂ１地域営","取組２１Ｂ１地域営"
"R_POLICY169","R_POLICY",169,"169","取組２１Ｂ２地域営","取組２１Ｂ２地域営"
"R_POLICY17","R_POLICY",17,"17","取組２１Ａ１","取組２１Ａ１"
"R_POLICY170","R_POLICY",170,"170","取組２１Ｂ３地域営","取組２１Ｂ３地域営"
"R_POLICY171","R_POLICY",171,"171","取組２１Ｃ１地域営","取組２１Ｃ１地域営"
"R_POLICY172","R_POLICY",172,"172","取組２１Ｃ２地域営","取組２１Ｃ２地域営"
"R_POLICY173","R_POLICY",173,"173","取組２１Ｃ３地域営","取組２１Ｃ３地域営"
"R_POLICY174","R_POLICY",174,"174","取組３０Ｘ１地域営","取組３０Ｘ１地域営"
"R_POLICY175","R_POLICY",175,"175","取組３０Ｘ２地域営","取組３０Ｘ２地域営"
"R_POLICY176","R_POLICY",176,"176","取組３０Ｙ１地域営","取組３０Ｙ１地域営"
"R_POLICY177","R_POLICY",177,"177","取組３０Ｙ２地域営","取組３０Ｙ２地域営"
"R_POLICY178","R_POLICY",178,"178","取組２０Ａ１地域営Ｄ","取組２０Ａ１地域営Ｄ"
"R_POLICY179","R_POLICY",179,"179","取組２０Ｂ１地域営Ｄ","取組２０Ｂ１地域営Ｄ"
"R_POLICY18","R_POLICY",18,"18","取組２１Ａ２","取組２１Ａ２"
"R_POLICY180","R_POLICY",180,"180","取組２０Ｂ２地域営Ｄ","取組２０Ｂ２地域営Ｄ"
"R_POLICY181","R_POLICY",181,"181","地域創生部関与先","地域創生部関与先"
"R_POLICY182","R_POLICY",182,"182","－－－－地域本Ｄ","－－－－地域本Ｄ"
"R_POLICY183","R_POLICY",183,"183","－－－－地域営Ｄ","－－－－地域営Ｄ"
"R_POLICY184","R_POLICY",184,"184","－－－－地域関与先Ｄ","－－－－地域関与先Ｄ"
"R_POLICY185","R_POLICY",185,"185","取組２０Ａ１本Ｄ","取組２０Ａ１本Ｄ"
"R_POLICY186","R_POLICY",186,"186","取組２０Ａ１営Ｄ","取組２０Ａ１営Ｄ"
"R_POLICY187","R_POLICY",187,"187","取組２０Ｂ１営Ｄ","取組２０Ｂ１営Ｄ"
"R_POLICY188","R_POLICY",188,"188","取組３０Ｚ－１２本Ｄ","取組３０Ｚ－１２本Ｄ"
"R_POLICY189","R_POLICY",189,"189","取組２０Ａ１地域関","取組２０Ａ１地域関"
"R_POLICY19","R_POLICY",19,"19","取組２１Ａ３","取組２１Ａ３"
"R_POLICY190","R_POLICY",190,"190","取組２０Ａ２地域関","取組２０Ａ２地域関"
"R_POLICY191","R_POLICY",191,"191","取組２０Ａ３地域関","取組２０Ａ３地域関"
"R_POLICY192","R_POLICY",192,"192","取組２０Ｂ１地域関","取組２０Ｂ１地域関"
"R_POLICY193","R_POLICY",193,"193","取組２０Ｂ２地域関","取組２０Ｂ２地域関"
"R_POLICY194","R_POLICY",194,"194","取組２０Ｂ３地域関","取組２０Ｂ３地域関"
"R_POLICY195","R_POLICY",195,"195","取組２０Ｃ１地域関","取組２０Ｃ１地域関"
"R_POLICY196","R_POLICY",196,"196","取組２０Ｃ２地域関","取組２０Ｃ２地域関"
"R_POLICY197","R_POLICY",197,"197","取組２０Ｃ３地域関","取組２０Ｃ３地域関"
"R_POLICY198","R_POLICY",198,"198","取組２１Ａ１地域関","取組２１Ａ１地域関"
"R_POLICY199","R_POLICY",199,"199","取組２１Ａ２地域関","取組２１Ａ２地域関"
"R_POLICY2","R_POLICY",2,"2","営業店管理先","営業店管理先"
"R_POLICY20","R_POLICY",20,"20","取組２１Ｂ１","取組２１Ｂ１"
"R_POLICY200","R_POLICY",200,"200","取組２１Ａ３地域関","取組２１Ａ３地域関"
"R_POLICY201","R_POLICY",201,"201","取組２１Ｂ１地域関","取組２１Ｂ１地域関"
"R_POLICY202","R_POLICY",202,"202","取組２１Ｂ２地域関","取組２１Ｂ２地域関"
"R_POLICY203","R_POLICY",203,"203","取組２１Ｂ３地域関","取組２１Ｂ３地域関"
"R_POLICY204","R_POLICY",204,"204","取組２１Ｃ１地域関","取組２１Ｃ１地域関"
"R_POLICY205","R_POLICY",205,"205","取組２１Ｃ２地域関","取組２１Ｃ２地域関"
"R_POLICY206","R_POLICY",206,"206","取組２１Ｃ３地域関","取組２１Ｃ３地域関"
"R_POLICY207","R_POLICY",207,"207","取組３０Ｘ１地域関","取組３０Ｘ１地域関"
"R_POLICY208","R_POLICY",208,"208","取組３０Ｘ２地域関","取組３０Ｘ２地域関"
"R_POLICY209","R_POLICY",209,"209","取組３０Ｙ１地域関","取組３０Ｙ１地域関"
"R_POLICY21","R_POLICY",21,"21","取組２１Ｂ２","取組２１Ｂ２"
"R_POLICY210","R_POLICY",210,"210","取組３０Ｙ２地域関","取組３０Ｙ２地域関"
"R_POLICY211","R_POLICY",211,"211","取組２０Ａ１地域関Ｄ","取組２０Ａ１地域関Ｄ"
"R_POLICY212","R_POLICY",212,"212","取組２０Ｂ１地域関Ｄ","取組２０Ｂ１地域関Ｄ"
"R_POLICY213","R_POLICY",213,"213","取組２０Ｂ２地域関Ｄ","取組２０Ｂ２地域関Ｄ"
"R_POLICY22","R_POLICY",22,"22","取組２１Ｂ３","取組２１Ｂ３"
"R_POLICY23","R_POLICY",23,"23","取組２１Ｃ１","取組２１Ｃ１"
"R_POLICY24","R_POLICY",24,"24","取組２１Ｃ２","取組２１Ｃ２"
"R_POLICY25","R_POLICY",25,"25","取組２１Ｃ３","取組２１Ｃ３"
"R_POLICY26","R_POLICY",26,"26","取組３０Ｘ１","取組３０Ｘ１"
"R_POLICY27","R_POLICY",27,"27","取組３０Ｘ２","取組３０Ｘ２"
"R_POLICY28","R_POLICY",28,"28","取組３０Ｘ３","取組３０Ｘ３"
"R_POLICY29","R_POLICY",29,"29","取組３０Ｙ１","取組３０Ｙ１"
"R_POLICY3","R_POLICY",3,"3","業況管理先","業況管理先"
"R_POLICY30","R_POLICY",30,"30","取組３０Ｙ２","取組３０Ｙ２"
"R_POLICY31","R_POLICY",31,"31","取組３０Ｙ３","取組３０Ｙ３"
"R_POLICY32","R_POLICY",32,"32","取組３０Ｚ１","取組３０Ｚ１"
"R_POLICY33","R_POLICY",33,"33","取組３０Ｚ２","取組３０Ｚ２"
"R_POLICY34","R_POLICY",34,"34","取組３０Ｚ３","取組３０Ｚ３"
"R_POLICY35","R_POLICY",35,"35","取組２０Ａ１本部","取組２０Ａ１本部"
"R_POLICY36","R_POLICY",36,"36","取組２０Ａ２本部","取組２０Ａ２本部"
"R_POLICY37","R_POLICY",37,"37","取組２０Ａ３本部","取組２０Ａ３本部"
"R_POLICY38","R_POLICY",38,"38","取組２０Ｂ１本部","取組２０Ｂ１本部"
"R_POLICY39","R_POLICY",39,"39","取組２０Ｂ２本部","取組２０Ｂ２本部"
"R_POLICY4","R_POLICY",4,"4","再生支援追加先","再生支援追加先"
"R_POLICY40","R_POLICY",40,"40","取組２０Ｂ３本部","取組２０Ｂ３本部"
"R_POLICY41","R_POLICY",41,"41","取組２０Ｃ１本部","取組２０Ｃ１本部"
"R_POLICY42","R_POLICY",42,"42","取組２０Ｃ２本部","取組２０Ｃ２本部"
"R_POLICY43","R_POLICY",43,"43","取組２０Ｃ３本部","取組２０Ｃ３本部"
"R_POLICY44","R_POLICY",44,"44","取組２１Ａ１本部","取組２１Ａ１本部"
"R_POLICY45","R_POLICY",45,"45","取組２１Ａ２本部","取組２１Ａ２本部"
"R_POLICY46","R_POLICY",46,"46","取組２１Ａ３本部","取組２１Ａ３本部"
"R_POLICY47","R_POLICY",47,"47","取組２１Ｂ１本部","取組２１Ｂ１本部"
"R_POLICY48","R_POLICY",48,"48","取組２１Ｂ２本部","取組２１Ｂ２本部"
"R_POLICY49","R_POLICY",49,"49","取組２１Ｂ３本部","取組２１Ｂ３本部"
"R_POLICY5","R_POLICY",5,"5","再生支援先","再生支援先"
"R_POLICY50","R_POLICY",50,"50","取組２１Ｃ１本部","取組２１Ｃ１本部"
"R_POLICY51","R_POLICY",51,"51","取組２１Ｃ２本部","取組２１Ｃ２本部"
"R_POLICY52","R_POLICY",52,"52","取組２１Ｃ３本部","取組２１Ｃ３本部"
"R_POLICY53","R_POLICY",53,"53","取組３０Ｘ１本部","取組３０Ｘ１本部"
"R_POLICY54","R_POLICY",54,"54","取組３０Ｘ２本部","取組３０Ｘ２本部"
"R_POLICY55","R_POLICY",55,"55","取組３０Ｘ３本部","取組３０Ｘ３本部"
"R_POLICY56","R_POLICY",56,"56","取組３０Ｙ１本部","取組３０Ｙ１本部"
"R_POLICY57","R_POLICY",57,"57","取組３０Ｙ２本部","取組３０Ｙ２本部"
"R_POLICY58","R_POLICY",58,"58","取組３０Ｙ３本部","取組３０Ｙ３本部"
"R_POLICY59","R_POLICY",59,"59","取組３０Ｚ１本部","取組３０Ｚ１本部"
"R_POLICY6","R_POLICY",6,"6","重点管理先","重点管理先"
"R_POLICY60","R_POLICY",60,"60","取組３０Ｚ２本部","取組３０Ｚ２本部"
"R_POLICY61","R_POLICY",61,"61","取組３０Ｚ３本部","取組３０Ｚ３本部"
"R_POLICY62","R_POLICY",62,"62","－－－－本部","－－－－本部"
"R_POLICY63","R_POLICY",63,"63","取組３０Ｙ－１１本部","取組３０Ｙ－１１本部"
"R_POLICY64","R_POLICY",64,"64","取組３０Ｙ－１２本部","取組３０Ｙ－１２本部"
"R_POLICY65","R_POLICY",65,"65","取組３０Ｙ－１１－","取組３０Ｙ－１１－"
"R_POLICY66","R_POLICY",66,"66","取組３０Ｙ－１２－","取組３０Ｙ－１２－"
"R_POLICY67","R_POLICY",67,"67","取組３０Ｙ－２１本部","取組３０Ｙ－２１本部"
"R_POLICY68","R_POLICY",68,"68","取組３０Ｙ－２２本部","取組３０Ｙ－２２本部"
"R_POLICY69","R_POLICY",69,"69","取組３０Ｙ－２１－","取組３０Ｙ－２１－"
"R_POLICY7","R_POLICY",7,"7","再生・重点管理","再生・重点管理"
"R_POLICY70","R_POLICY",70,"70","取組３０Ｙ－２２－","取組３０Ｙ－２２－"
"R_POLICY71","R_POLICY",71,"71","取組３０Ｚ－１１本部","取組３０Ｚ－１１本部"
"R_POLICY72","R_POLICY",72,"72","取組３０Ｚ－１２本部","取組３０Ｚ－１２本部"
"R_POLICY73","R_POLICY",73,"73","取組３０Ｚ－１１","取組３０Ｚ－１１"
"R_POLICY74","R_POLICY",74,"74","取組３０Ｚ－１２","取組３０Ｚ－１２"
"R_POLICY75","R_POLICY",75,"75","取組３０Ｚ－２１本部","取組３０Ｚ－２１本部"
"R_POLICY76","R_POLICY",76,"76","取組３０Ｚ－２２本部","取組３０Ｚ－２２本部"
"R_POLICY77","R_POLICY",77,"77","取組３０Ｚ－２１","取組３０Ｚ－２１"
"R_POLICY78","R_POLICY",78,"78","取組３０Ｚ－２２","取組３０Ｚ－２２"
"R_POLICY79","R_POLICY",79,"79","取組２０Ａ２営業店","取組２０Ａ２営業店"
"R_POLICY8","R_POLICY",8,"8","取組２０Ａ１","取組２０Ａ１"
"R_POLICY80","R_POLICY",80,"80","取組２０Ａ３営業店","取組２０Ａ３営業店"
"R_POLICY81","R_POLICY",81,"81","取組２０Ｂ１営業店","取組２０Ｂ１営業店"
"R_POLICY82","R_POLICY",82,"82","取組２０Ｂ２営業店","取組２０Ｂ２営業店"
"R_POLICY83","R_POLICY",83,"83","取組２０Ｂ３営業店","取組２０Ｂ３営業店"
"R_POLICY84","R_POLICY",84,"84","取組２０Ｃ１営業店","取組２０Ｃ１営業店"
"R_POLICY85","R_POLICY",85,"85","取組２０Ｃ２営業店","取組２０Ｃ２営業店"
"R_POLICY86","R_POLICY",86,"86","取組２０Ｃ３営業店","取組２０Ｃ３営業店"
"R_POLICY87","R_POLICY",87,"87","取組２１Ａ１営業店","取組２１Ａ１営業店"
"R_POLICY88","R_POLICY",88,"88","取組２１Ａ２営業店","取組２１Ａ２営業店"
"R_POLICY89","R_POLICY",89,"89","取組２１Ａ３営業店","取組２１Ａ３営業店"
"R_POLICY9","R_POLICY",9,"9","取組２０Ａ２","取組２０Ａ２"
"R_POLICY90","R_POLICY",90,"90","取組２１Ｂ１営業店","取組２１Ｂ１営業店"
"R_POLICY91","R_POLICY",91,"91","取組２１Ｂ２営業店","取組２１Ｂ２営業店"
"R_POLICY92","R_POLICY",92,"92","取組２１Ｂ３営業店","取組２１Ｂ３営業店"
"R_POLICY93","R_POLICY",93,"93","取組２１Ｃ１営業店","取組２１Ｃ１営業店"
"R_POLICY94","R_POLICY",94,"94","取組２１Ｃ２営業店","取組２１Ｃ２営業店"
"R_POLICY95","R_POLICY",95,"95","取組２１Ｃ３営業店","取組２１Ｃ３営業店"
"R_POLICY96","R_POLICY",96,"96","取組３０Ｘ１営業店","取組３０Ｘ１営業店"
"R_POLICY97","R_POLICY",97,"97","取組３０Ｘ２営業店","取組３０Ｘ２営業店"
"R_POLICY98","R_POLICY",98,"98","取組３０Ｘ３営業店","取組３０Ｘ３営業店"
"R_POLICY99","R_POLICY",99,"99","取組３０Ｙ１営業店","取組３０Ｙ１営業店"
"R_RBRKANKAKU0","R_RBRKANKAKU",7,"0","一括","一括"
"R_RBRKANKAKU1","R_RBRKANKAKU",1,"1","１ヵ月","１ヵ月"
"R_RBRKANKAKU12","R_RBRKANKAKU",6,"12","１２ヵ月","１２ヵ月"
"R_RBRKANKAKU2","R_RBRKANKAKU",2,"2","２ヵ月","２ヵ月"
"R_RBRKANKAKU3","R_RBRKANKAKU",3,"3","３ヵ月","３ヵ月"
"R_RBRKANKAKU4","R_RBRKANKAKU",4,"4","４ヵ月","４ヵ月"
"R_RBRKANKAKU6","R_RBRKANKAKU",5,"6","６ヵ月","６ヵ月"
"R_RBRKANKAKU99","R_RBRKANKAKU",8,"99","サイクル外","サイクル外"
"R_REALESTATE01","R_REALESTATE",1,"01","購入物件のみ","購入物件のみ"
